Name,Country,Release_date,OTT_name,Genre,Genre2,Link
Death on the Nile,United States,02/11/2022,None,Crime,Murder,https://flixpatrol.com/title/death-on-the-nile-2022/
Get Out,United States,02/24/2017,None,Horror,Psychological horror,https://flixpatrol.com/title/get-out/
Where the Crawdads Sing,United States,07/15/2022,None,Crime,Murder,https://flixpatrol.com/title/where-the-crawdads-sing/
No Time to Die,United Kingdom,09/29/2021,None,Action,Spies,https://flixpatrol.com/title/no-time-to-die/
The Grand Budapest Hotel,United Kingdom,03/07/2014,None,Drama,Dramedy,https://flixpatrol.com/title/the-grand-budapest-hotel/
Ambulance,United States,02/17/2022,None,Action,Thrillers,https://flixpatrol.com/title/ambulance/
The Adam Project,United States,03/11/2022,Netflix,Science Fiction,Time travel,https://flixpatrol.com/title/the-adam-project/
Hotel Transylvania: Transformania,United States,01/13/2022,Amazon,Animated,For Boys,https://flixpatrol.com/title/hotel-transylvania-transformania/
Black Panther: Wakanda Forever,United States,11/09/2022,None,Superhero,Marvel,https://flixpatrol.com/title/black-panther-wakanda-forever/
Harry Potter and the Philosopher's Stone,United Kingdom,11/16/2001,None,Fantasy,Wizards,https://flixpatrol.com/title/harry-potter-and-the-philosophers-stone/
The Unbearable Weight of Massive Talent,United States,04/20/2022,None,Comedy,Situation,https://flixpatrol.com/title/the-unbearable-weight-of-massive-talent/
Avengers: Infinity War,United States,04/25/2018,None,Superhero,Marvel,https://flixpatrol.com/title/avengers-infinity-war/
The Wolf of Wall Street,United States,12/25/2013,None,Drama,Business,https://flixpatrol.com/title/the-wolf-of-wall-street/
The Truman Show,United States,06/04/1998,None,Comedy,Satira,https://flixpatrol.com/title/the-truman-show/
Orphan: First Kill,United States,07/27/2022,None,Horror,Slasher,https://flixpatrol.com/title/orphan-first-kill/
La La Land,United States,12/09/2016,None,Music,Cry movie,https://flixpatrol.com/title/la-la-land/
Avatar: The Way of Water,United States,12/14/2022,None,Science Fiction,Space opera,https://flixpatrol.com/title/avatar-the-way-of-water/
The Power of the Dog,New Zealand,12/01/2021,Netflix,Western,Family Ties,https://flixpatrol.com/title/the-power-of-the-dog/
Eternal Sunshine of the Spotless Mind,United States,03/19/2004,None,Drama,Break-up,https://flixpatrol.com/title/eternal-sunshine-of-the-spotless-mind/
DC League of Super-Pets,United States,05/19/2022,None,Animated,Dogs,https://flixpatrol.com/title/dc-league-of-super-pets/
Hocus Pocus 2,United States,09/27/2022,Disney+,Fantasy,Witch,https://flixpatrol.com/title/hocus-pocus-2/
Hustle,United States,06/03/2022,Netflix,Drama,Basketball,https://flixpatrol.com/title/hustle-2022/
Spirited Away,Japan,07/20/2001,None,Animated,Anime,https://flixpatrol.com/title/spirited-away/
Free Guy,United States,08/11/2021,None,Science Fiction,Sci-fi comedy,https://flixpatrol.com/title/free-guy/
Venom: Let There Be Carnage,United States,09/30/2021,None,Superhero,Marvel,https://flixpatrol.com/title/venom-let-there-be-carnage/
The Lord of the Rings: The Fellowship of the Ring,United States,12/19/2001,None,Fantasy,Wizards,https://flixpatrol.com/title/the-lord-of-the-rings-the-fellowship-of-the-ring/
Vacations of Terror 2: Diabolical Birthday,United States,04/18/1991,Apple,Drama,Space,https://flixpatrol.com/title/vacations-of-terror-2-diabolical-birthday/
The Worst Person in the World,Denmark,10/13/2021,None,Drama,Cry movie,https://flixpatrol.com/title/the-worst-person-in-the-world/
RRR,India,03/24/2022,None,Action,,https://flixpatrol.com/title/rrr/
Pearl,United States,09/02/2022,None,Horror,Slasher,https://flixpatrol.com/title/pearl-2022/
Gone Girl,United States,10/01/2014,None,Thriller,Disapperance,https://flixpatrol.com/title/gone-girl/
Demon Slayer: Kimetsu no Yaiba- The Movie: Mugen Train,Japan,10/16/2020,None,Animated,Anime,https://flixpatrol.com/title/demon-slayer-kimetsu-no-yaiba-the-movie-mugen-train/
The Woman King,United States,09/16/2022,None,History,Racism,https://flixpatrol.com/title/the-woman-king/
Se7en,United States,09/22/1995,None,Crime,Serial killer,https://flixpatrol.com/title/se7en/
The Shining,United Kingdom,05/22/1980,None,Horror,Psychological horror,https://flixpatrol.com/title/the-shining/
Pinocchio,United States,09/07/2022,Disney+,Fairy Tale,For Boys,https://flixpatrol.com/title/pinocchio-2022/
Triangle of Sadness,Sweden,09/02/2022,None,Comedy,Satira,https://flixpatrol.com/title/triangle-of-sadness/
Lady Bird,United States,09/08/2017,None,Drama,Coming of Age,https://flixpatrol.com/title/lady-bird/
Black Swan,United States,12/02/2010,None,Drama,Ballet,https://flixpatrol.com/title/black-swan/
Bodies Bodies Bodies,United States,08/05/2022,None,Horror,Horror Comedy,https://flixpatrol.com/title/bodies-bodies-bodies/
Taxi Driver,United States,02/08/1976,None,Drama,Vietnam War,https://flixpatrol.com/title/taxi-driver-1976/
Avatar: The Way of Water,United States,12/14/2022,None,Science Fiction,Space opera,https://flixpatrol.com/title/avatar-the-way-of-water/
Puss in Boots: The Last Wish,United States,12/07/2022,None,Animated,Cats,https://flixpatrol.com/title/puss-in-boots-the-last-wish/
Everything Everywhere All at Once,United States,03/24/2022,None,Science Fiction,Time travel,https://flixpatrol.com/title/everything-everywhere-all-at-once/
Ant-Man and the Wasp: Quantumania,United States,02/15/2023,None,Superhero,Marvel,https://flixpatrol.com/title/ant-man-and-the-wasp-quantumania/
The Menu,United States,11/17/2022,None,Drama,Food,https://flixpatrol.com/title/the-menu/
John Wick: Chapter 4,United States,03/23/2023,None,Action,Revenge,https://flixpatrol.com/title/john-wick-chapter-4/
The Whale,United States,12/09/2022,None,Drama,Family Ties,https://flixpatrol.com/title/the-whale-2022/
The Super Mario Bros. Movie,United States,04/05/2023,None,Animated,For Boys,https://flixpatrol.com/title/the-super-mario-bros-movie/
Black Panther: Wakanda Forever,United States,11/09/2022,None,Superhero,Marvel,https://flixpatrol.com/title/black-panther-wakanda-forever/
Babylon,United States,12/22/2022,None,Drama,Showbusiness,https://flixpatrol.com/title/babylon-2022/
The Banshees of Inisherin,United Kingdom,10/21/2022,None,Drama,Family Ties,https://flixpatrol.com/title/the-banshees-of-inisherin/
Dungeons & Dragons: Honor Among Thieves,United States,03/23/2023,None,Fantasy,Dragons,https://flixpatrol.com/title/dungeons-dragons-honor-among-thieves/
Cocaine Bear,United States,02/23/2023,None,Horror,Animal Attack,https://flixpatrol.com/title/cocaine-bear/
M3GAN,United States,01/06/2023,None,Horror,Slasher,https://flixpatrol.com/title/m3gan/
Glass Onion: A Knives Out Mystery,United States,11/23/2022,Netflix,Crime,Murder,https://flixpatrol.com/title/glass-onion-a-knives-out-mystery/
Shazam! Fury of the Gods,United States,03/15/2023,None,Superhero,DC,https://flixpatrol.com/title/shazam-fury-of-the-gods/
Scream VI,United States,03/08/2023,None,Horror,Slasher,https://flixpatrol.com/title/scream-vi/
Top Gun: Maverick,United States,05/24/2022,None,Action,Planes,https://flixpatrol.com/title/top-gun-maverick/
A Man Called Otto,United States,12/28/2022,None,Drama,Dramedy,https://flixpatrol.com/title/a-man-called-otto/
Creed III,United States,03/02/2023,None,Sports,Boxing,https://flixpatrol.com/title/creed-iii/
Evil Dead Rise,United States,04/19/2023,None,Horror,Demons,https://flixpatrol.com/title/evil-dead-rise/
The Fabelmans,United States,11/11/2022,None,Drama,Showbusiness,https://flixpatrol.com/title/the-fabelmans/
Knock at the Cabin,United States,02/01/2023,None,Thriller,Supernatural,https://flixpatrol.com/title/knock-at-the-cabin/
13,United States,03/12/2010,None,Thriller,Crime Drama,https://flixpatrol.com/title/13/
Aftersun,United Kingdom,05/21/2022,None,Drama,Family Ties,https://flixpatrol.com/title/aftersun/
Triangle of Sadness,Sweden,09/02/2022,None,Comedy,Satira,https://flixpatrol.com/title/triangle-of-sadness/
The Batman,United States,03/01/2022,None,Superhero,DC,https://flixpatrol.com/title/the-batman/
Bullet Train,United States,07/03/2022,None,Action,Hitman,https://flixpatrol.com/title/bullet-train/
Black Adam,United States,10/19/2022,None,Superhero,DC,https://flixpatrol.com/title/black-adam/
Air,United States,04/05/2023,None,Drama,Business,https://flixpatrol.com/title/air-2023/
Interstellar,United States,11/05/2014,None,Science Fiction,Space,https://flixpatrol.com/title/interstellar/
TÁR,United States,10/07/2022,None,Drama,Music,https://flixpatrol.com/title/tar-2022/
Plane,United States,01/13/2023,None,Action,Planes,https://flixpatrol.com/title/plane/
Guardians of the Galaxy Volume 3,United States,05/03/2023,None,Superhero,Marvel,https://flixpatrol.com/title/guardians-of-the-galaxy-volume-3/
Spider-Man: Into the Spider-Verse,United States,12/07/2018,None,Superhero,Marvel,https://flixpatrol.com/title/spider-man-into-the-spider-verse/
Fast X,United States,05/17/2023,None,Action,Cars,https://flixpatrol.com/title/fast-x/
Avatar,United States,12/15/2009,None,Science Fiction,Space opera,https://flixpatrol.com/title/avatar-2009/
The Pope's Exorcist,United States,04/05/2023,None,Horror,Excorcism,https://flixpatrol.com/title/the-popes-exorcist/
Renfield,United States,04/07/2023,None,Horror,Vampires,https://flixpatrol.com/title/renfield/
All Quiet on the Western Front,Germany,10/28/2022,Netflix,War,World War I,https://flixpatrol.com/title/all-quiet-on-the-western-front-2022/
Knives Out,United States,11/27/2019,None,Crime,Murder,https://flixpatrol.com/title/knives-out/
X,United States,03/18/2022,None,Horror,Psychological horror,https://flixpatrol.com/title/x/
The Little Mermaid,United States,05/18/2023,None,Fantasy,Princesses,https://flixpatrol.com/title/the-little-mermaid-2023/
Operation Fortune: Ruse de Guerre,United States,01/06/2023,None,Action,Spies,https://flixpatrol.com/title/operation-fortune-ruse-de-guerre/
Nope,United States,07/20/2022,None,Horror,Alien Invasion,https://flixpatrol.com/title/nope/
Parasite,South Korea,05/30/2019,None,Drama,Social Issues,https://flixpatrol.com/title/parasite/
Fight Club,United States,10/14/1999,None,Thriller,Psychological,https://flixpatrol.com/title/fight-club/
Pulp Fiction,United States,09/10/1994,None,Crime,Gangsters,https://flixpatrol.com/title/pulp-fiction/
Spider-Man: No Way Home,United States,12/15/2021,None,Superhero,Marvel,https://flixpatrol.com/title/spider-man-no-way-home/
Whiplash,United States,10/10/2014,None,Drama,Music,https://flixpatrol.com/title/whiplash/
Bhagya Lakshmi,11/06/1961,,None,,,https://flixpatrol.com/title/bhagya-lakshmi/
Ghosted,United States,04/18/2023,Apple,Comedy,Spies,https://flixpatrol.com/title/ghosted-2023/
La La Land,United States,12/09/2016,None,Music,Cry movie,https://flixpatrol.com/title/la-la-land/
Murder Mystery 2,United States,03/31/2023,Netflix,Comedy,Crime Comedy,https://flixpatrol.com/title/murder-mystery-2/
Sisu,Finland,01/27/2023,None,Action,World War II,https://flixpatrol.com/title/sisu-2023/
Guy Ritchie's The Covenant,United Kingdom,04/19/2023,None,War,Afghan War,https://flixpatrol.com/title/guy-ritchies-the-covenant/
The Pale Blue Eye,United States,01/06/2023,Netflix,Crime,Serial killer,https://flixpatrol.com/title/the-pale-blue-eye/
65,United States,03/02/2023,None,Science Fiction,Alien Invasion,https://flixpatrol.com/title/65/
Midsommar,United States,07/03/2019,None,Horror,Psychological horror,https://flixpatrol.com/title/midsommar/
The Dark Knight,United States,07/16/2008,None,Superhero,DC,https://flixpatrol.com/title/the-dark-knight/
Peter Pan & Wendy,United States,04/20/2023,Disney+,Fantasy,Pirates,https://flixpatrol.com/title/peter-pan-wendy/
Beau Is Afraid,United States,04/21/2023,None,Horror,Horror Comedy,https://flixpatrol.com/title/beau-is-afraid/
Guillermo del Toro's Pinocchio,United States,11/09/2022,Netflix,Animated,For Older Kids,https://flixpatrol.com/title/guillermo-del-toros-pinocchio/
Tetris,United States,03/31/2023,Apple,Drama,Business,https://flixpatrol.com/title/tetris/
The Grand Budapest Hotel,United Kingdom,03/07/2014,None,Drama,Dramedy,https://flixpatrol.com/title/the-grand-budapest-hotel/
Infinity Pool,Canada,01/27/2023,None,Crime,,https://flixpatrol.com/title/infinity-pool/
John Wick,United States,10/22/2014,None,Action,Revenge,https://flixpatrol.com/title/john-wick/
Get Out,United States,02/24/2017,None,Horror,Psychological horror,https://flixpatrol.com/title/get-out/
Shotgun Wedding,United States,12/28/2022,Amazon,Comedy,Situation,https://flixpatrol.com/title/shotgun-wedding/
Dune,United States,09/15/2021,None,Science Fiction,Space opera,https://flixpatrol.com/title/dune-2021/
Inception,United States,07/16/2010,None,Action,Heist,https://flixpatrol.com/title/inception/
The Wolf of Wall Street,United States,12/25/2013,None,Drama,Business,https://flixpatrol.com/title/the-wolf-of-wall-street/
Joker,United States,10/02/2019,None,Superhero,DC,https://flixpatrol.com/title/joker-2019/
NANA,Japan,09/03/2005,None,Romance,Music,https://flixpatrol.com/title/nana/
Missing,United States,01/19/2023,None,Thriller,Disapperance,https://flixpatrol.com/title/missing-2023/
The Truman Show,United States,06/04/1998,None,Comedy,Satira,https://flixpatrol.com/title/the-truman-show/
The Conjuring 2,United States,06/08/2016,None,Horror,Demons,https://flixpatrol.com/title/the-conjuring-2/
John Wick: Chapter Two,United States,02/10/2017,None,Action,Revenge,https://flixpatrol.com/title/john-wick-chapter-two/
American Psycho,United States,04/14/2000,None,Thriller,Serial killer,https://flixpatrol.com/title/american-psycho/
Elvis,United States,06/22/2022,None,Biopic,Musicians,https://flixpatrol.com/title/elvis-2022/
John Wick: Chapter 3 – Parabellum,United States,05/15/2019,None,Action,Revenge,https://flixpatrol.com/title/john-wick-chapter-3-parabellum/
Devotion,United States,11/23/2022,None,War,Planes,https://flixpatrol.com/title/devotion/
Winnie-the-Pooh: Blood and Honey,United Kingdom,01/27/2023,None,Horror,,https://flixpatrol.com/title/winnie-the-pooh-blood-and-honey/
Fall,United States,08/12/2022,None,Thriller,Survival,https://flixpatrol.com/title/fall/
Violent Night,United States,11/30/2022,None,Action,Thrillers,https://flixpatrol.com/title/violent-night/
The Last Kingdom: Seven Kings Must Die,United Kingdom,04/14/2023,Netflix,History,Vikings,https://flixpatrol.com/title/the-last-kingdom-seven-kings-must-die/
Dirty Linen,Italy,01/25/1999,None,,,https://flixpatrol.com/title/dirty-linen/
Spider-Man: Across the Spider-Verse,United States,05/31/2023,None,Animated,Superhero,https://flixpatrol.com/title/spider-man-across-the-spider-verse/
Eternal Sunshine of the Spotless Mind,United States,03/19/2004,None,Drama,Break-up,https://flixpatrol.com/title/eternal-sunshine-of-the-spotless-mind/
Pearl,United States,09/02/2022,None,Horror,Slasher,https://flixpatrol.com/title/pearl-2022/
Spirited Away,Japan,07/20/2001,None,Animated,Anime,https://flixpatrol.com/title/spirited-away/
Harry Potter and the Philosopher's Stone,United Kingdom,11/16/2001,None,Fantasy,Wizards,https://flixpatrol.com/title/harry-potter-and-the-philosophers-stone/
The Godfather,United States,03/15/1972,None,Drama,Gangsters,https://flixpatrol.com/title/the-godfather/
Guardians of the Galaxy,United States,08/01/2014,None,Superhero,Marvel,https://flixpatrol.com/title/guardians-of-the-galaxy/
Roald Dahl's Matilda the Musical,United Kingdom,11/25/2022,Netflix,Music,Musical,https://flixpatrol.com/title/roald-dahls-matilda-the-musical/
You People,United States,01/20/2023,Netflix,Comedy,Relationship,https://flixpatrol.com/title/you-people/
Guardians of the Galaxy Vol. 2,United States,04/24/2017,None,Superhero,Marvel,https://flixpatrol.com/title/guardians-of-the-galaxy-vol-2/
Women Talking,United States,12/23/2022,None,Drama,Relationship,https://flixpatrol.com/title/women-talking/
Once Upon a Time… in Hollywood,United States,07/24/2019,None,Crime,Crime Comedy,https://flixpatrol.com/title/once-upon-a-time-in-hollywood/
Fantastic Mr. Fox,United States,11/13/2009,None,Crime,Heist,https://flixpatrol.com/title/fantastic-mr-fox/
